sample_id,time,anomaly,anomaly_type,data_modality,description,volume,flow,pressure
0.1,0.0,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-16.149253731343265,9.184615384615398
0.1,0.4276985743380868,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-11.850746268656737,9.184615384615398
0.1,0.7637474541751539,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-9.701492537313412,9.184615384615398
0.1,1.1608961303462315,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-7.552238805970148,9.184615384615398
0.1,1.3747454175152756,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,7.4925373134328765,11.030769230769238
0.1,1.4052953156822818,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,26.83582089552243,15.092307692307712
0.1,1.5885947046843176,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,45.1044776119403,23.584615384615404
0.1,1.7413441955193472,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,27.910447761194064,23.584615384615404
0.1,2.230142566191448,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,22.537313432835845,23.95384615384617
0.1,2.7494908350305503,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,18.23880597014925,9.184615384615398
0.1,2.7494908350305503,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-3.2537313432835617,9.184615384615398
0.1,2.7800407331975565,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-21.522388059701484,9.184615384615398
0.1,3.3604887983706737,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-14.0,9.184615384615398
0.1,4.0020366598778,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-8.62686567164178,9.184615384615398
0.1,4.338085539714867,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,8.567164179104509,9.184615384615398
0.1,4.582484725050917,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-7.552238805970148,9.184615384615398
0.1,5.162932790224031,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-4.328358208955251,9.184615384615398
0.1,6.109979633401221,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-0.0298507462686643,9.184615384615398
0.1,6.873727087576374,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,1.044776119402968,9.184615384615398
0.1,6.995926680244399,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,15.01492537313436,14.353846153846176
0.1,7.026476578411407,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,28.985074626865696,14.353846153846176
0.1,7.118126272912423,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,48.32835820895525,19.15384615384616
0.1,7.240325865580448,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,63.37313432835828,23.95384615384617
0.1,7.362525458248473,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,48.32835820895525,23.95384615384617
0.1,7.4236252545824835,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,31.13432835820896,23.95384615384617
0.1,7.912423625254582,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,24.68656716417911,23.95384615384617
0.1,8.370672097759673,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,20.38805970149258,19.52307692307693
0.1,8.370672097759673,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,3.19402985074629,19.52307692307693
0.1,8.40122199592668,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-17.223880597014897,19.52307692307693
0.1,8.920570264765782,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-11.850746268656737,9.184615384615398
0.1,9.745417515274948,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-6.477611940298516,9.184615384615398
0.1,9.959266802443992,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,8.567164179104509,8.446153846153862
0.1,9.989816700610998,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,21.46268656716421,14.353846153846176
0.1,10.05091649694501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,35.43283582089555,19.892307692307696
0.1,10.203665987780042,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,46.17910447761193,23.95384615384617
0.1,10.325865580448063,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,27.910447761194064,23.95384615384617
0.1,10.814663951120163,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,23.61194029850748,23.95384615384617
0.1,11.364562118126273,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,18.23880597014925,9.184615384615398
0.1,11.364562118126273,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-4.328358208955251,9.184615384615398
0.1,11.364562118126273,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-20.44776119402985,9.184615384615398
0.1,11.883910386965375,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-14.0,9.184615384615398
0.1,12.617107942973522,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-8.62686567164178,9.184615384615398
0.1,12.80040733197556,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,9.64179104477614,7.7076923076923265
0.1,13.228105906313644,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-7.552238805970148,9.184615384615398
0.1,13.991853360488795,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-3.2537313432835617,9.184615384615398
0.1,14.96945010183299,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-1.1044776119402968,9.184615384615398
1.0,2.021220159151193,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-251.0982658959537,4.971098265895961
1.0,2.13262599469496,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-249.2485549132948,4.971098265895961
1.0,2.387267904509283,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-243.69942196531787,4.27745664739885
1.0,2.753315649867374,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-241.84971098265896,4.27745664739885
1.0,3.0079575596816976,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-238.15028901734104,4.27745664739885
1.0,3.071618037135278,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-233.52601156069363,4.27745664739885
1.0,3.087533156498673,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-224.2774566473988,4.27745664739885
1.0,3.119363395225464,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-208.5549132947977,5.6647398843930645
1.0,3.135278514588859,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-198.3815028901734,5.6647398843930645
1.0,3.167108753315649,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-185.43352601156067,5.6647398843930645
1.0,3.437665782493368,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-194.68208092485548,31.329479768786133
1.0,3.6286472148541113,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-202.08092485549128,32.71676300578035
1.0,3.819628647214853,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-209.47976878612712,32.71676300578035
1.0,3.9946949602122,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-216.87861271676297,34.45086705202313
1.0,4.217506631299735,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-242.77456647398844,36.1849710982659
1.0,4.217506631299735,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-259.42196531791905,36.1849710982659
1.0,4.217506631299735,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-266.8208092485549,36.1849710982659
1.0,4.23342175066313,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-226.12716763005776,36.1849710982659
1.0,4.312997347480105,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-255.72254335260112,14.682080924855498
1.0,4.312997347480105,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-266.8208092485549,14.682080924855498
1.0,4.312997347480105,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-291.7919075144508,14.682080924855498
1.0,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-276.0693641618497,8.439306358381508
1.0,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-283.46820809248555,8.439306358381508
1.0,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-300.11560693641616,8.439306358381508
1.0,4.328912466843501,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-307.514450867052,8.439306358381508
1.0,4.376657824933687,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-267.7456647398844,8.439306358381508
1.0,4.392572944297082,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-261.271676300578,8.439306358381508
1.0,4.488063660477453,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-257.5722543352601,5.317919075144509
1.0,4.615384615384615,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-252.94797687861268,5.317919075144509
1.0,4.806366047745358,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-248.32369942196527,4.27745664739885
1.0,4.96551724137931,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-245.54913294797683,4.27745664739885
1.0,5.092838196286471,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-243.69942196531787,4.27745664739885
1.0,5.2201591511936325,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-239.0751445086705,3.583815028901739
1.0,5.299734748010609,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-233.52601156069363,3.583815028901739
1.0,5.347480106100795,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-227.97687861271675,5.6647398843930645
1.0,5.379310344827586,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-233.52601156069363,5.6647398843930645
1.0,5.442970822281166,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-242.77456647398844,3.236994219653184
1.0,5.633952254641909,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-239.0751445086705,4.27745664739885
1.0,5.824933687002652,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-237.2254335260116,4.27745664739885
1.0,6.015915119363394,1,ineffective_trigger,flow_pressure,Flow asynchrony detected in flow and pressure signals,,-236.300578034682,4.27745664739885
